complex_id,source,rna_hash,length_nt
PAIR:13053fceef0adcb02b9d0aa890ee44775818010f6015d98c415a78103d7b369c,NPInter 主表,e26bb1745e88725ea3757f6d733e25bc119a4bf35a1a3cde46d2edfc73b26eff,447
PAIR:f63c684360beb8688cb32c1a3a41fed08f31b3a9eb32d5fd1c20c2d9290ae3ba,NPInter binding-site,d187d25d0a68f65520a3c08d769c8cd79c0d7b7368370664dcfe8e2fac03a48e,51
PAIR:9f7f48227fec4ac80eaf142a3c3494d57b16878ca75a566d66eda79787552ed1,NPInter binding-site,0600edb8aebfe506571e38ecb2219649458bafd55d2955a5332e2e287e337f0e,51
PAIR:8e04cff9681f71b3a4942048d78f52ea627ce046c5bc2b39e5900c448d0320d9,NPInter 主表,44176396f616e11f1d5426f61260c7f403b031314ed7f1b7c87e8be8214cd119,367
PAIR:f1eb929d6b159d9a57431f466f9cdfa98553f800f103fbfa4279042b83f2e2fc,NPInter binding-site,6bf05e9817a3964f0463e7940847795626aa7673fd51e6cbbf7372b865fe6f2d,29
PAIR:3a107f7c64b3d9a1cf835e39fa610e1a236edb71c9a7eeee8060f2443cfc01d7,NPInter binding-site,9ce6c5b58dc51ce9a0a7babb134fadd2c9af581ce764ecfe063fb2e557b48810,32
PAIR:4e65d646d29cd3f703d0befd7e52f9a8e5a6ffa6d5928a9e03a2af43ece0eb6f,NPInter 主表,d0ce6b96edb6ab41312cd81957446a146f8374ae8fdeb2c0a613b4210864bca9,284
PAIR:25cc7ec82e7877b38ef019fe35c380fac4e64790e6a4d7d2f6883b0cf8c98b23,NPInter binding-site,f15165779b1f5e193cb8a5c0a5e0fa14cc7a0f516f932e814cd32e9569b6b210,12
PAIR:1d728bd991fec0443e573a568fefed614e8e929d1e8570c6d7bd56758bde225b,NPInter binding-site,30f8321b664cf47755b73052b6fabebd6f2c9e57b39d826915d672c56affbfc7,136
PAIR:c13e411650ff34fbd00b94d1435ef315caefaa97b06886f7e73d8210aa1eaf92,NPInter binding-site,682ef9f61c3d98d71951da48d5b09304ead6cd087b9ea758b99fb5394244f89d,60
PAIR:9749a18d0df5995db9f6d961ce9570835fc0bc6cbcc9daa7617b2a2bb3128428,NPInter binding-site,db0aa4eb98643a8c5fbc1a5e358da81caa645c880c74c1da7c3e5e2a67651e37,48
PAIR:d4128cd573147241153232e50b27259b6de097bd0acf583296706134d3de95e7,NPInter binding-site,0855bb118b60365a010309bbac1312de10071883c2a13bbdecd1c54c6899da58,102
PAIR:95f612a73015e0d5ffc2873beb5ad5d6583aa7d73d0af517060c647e3d2c35c2,NPInter binding-site,dfa062f03324b4d3086619f02130d1cdd4467277bd426fa1f3c675a47dadc02c,26
PAIR:273957fb52563a5ba976c1754eda9c8880fb395a535533c06a238037be00801f,NPInter miRNA,f0effdfbeedd14807a66ee7918c784b6e72207b777e0cb3aeadd35d1ff013cf6,22
PAIR:74ab3b950fb37b6ed0055cf3bf914d3e847f3b57e881085a52dd8b7bbec8b9fe,NPInter binding-site,6421b4b3d123aaa37602d2ab34c3891a079c662f5cbe776000268d90c140a87d,36
PAIR:ee648162bcce356d61e2a2598509aeb6f98b2ad97adde04aad20764b571e0252,NPInter binding-site,7e016bfc427bc9f0de59087a30e69705c059e2ffb234d7812072788f79679210,108
PAIR:7ca4a5e89ba2ab61ff8e07ca4235d5c95015ab7b6288c610acc4df882e8d9feb,NPInter binding-site,ea233f8a19b20c37575efbdf51579b0ddbf154f2cf02245c0311ffc28548cab4,104
PAIR:7bbb91cb799a0c5371a3b2c9ddbba07aed55c53db5b17dbae1d1f64d8d220ad0,NPInter 主表,da12eb4b114d70ebe5d2935580c0c3a95db3bbd0b49a20e8abbc0aedc834f1d8,443
PAIR:cfb80ffeae759e66a4b66716e3d9d87c3d2f075b554653404e17f767cb8b4e65,NPInter binding-site,fac9ecf5532ee4fbe45bedd5472b72d58e5bc36588f0e037d7589ec42308c747,20
PAIR:69a3a842f98946d46754c0acaac94c5664cdff9526b79380c4debe338e2c47bf,NPInter 主表,8416f6f6b003b66e622b44c002b6560cb9b9759c34a6d6a037e848a31ce2629d,355
PAIR:c5fb96afb8eae77889a7f1b4a5d1e739c75f850f9a8ba42fca19b7ecea01f663,NPInter binding-site,027f389942678c7bb232720efebd31eaa3824d9a8488eb817e630bbcab246610,75
PAIR:64c03d5ef4af5a5513a07ccdf8979a221631ad82c0911b118d1efbe5a579c948,NPInter binding-site,091437faaf3f98d9fdc2d6566d0f2bd3e187fcd8fde6d54c4e61f61d8f9465da,11
PAIR:93ddf80503a76ff5fd9410b18077de6f63cc2396ed97b447500c41f671ccb20b,NPInter binding-site,6d7b1d7f5f68d876200c88c696f17b3b4e7e27d79464c47230cc3d4bb4364c05,69
PAIR:53e16dcf561acae181207a15f6059e8c85c050016c94e000dcdc6c1971837b08,NPInter binding-site,885366b66d05bbe64fa1555d5d9b7828fc582d5ff9a34c35d4d041db5b974ce4,17
PAIR:c74d69c24a8769fbf1f2ae9ef11b6dfed5fa896697122a97f90142f80aad4b35,NPInter binding-site,6968a1fba5c623d414d580679e054c5480dd5fc12c10db637d65c76a71c5ecf1,36
PAIR:9565e3380963d675620c5e54c56b504556c678798b661d47d984fa585b433eb3,NPInter binding-site,282c9b222ab5cc901989ee6861ba4ba67fd21a17df16494e25b7ac8f343b6a0d,84
PAIR:c9f54e61bcc9e1c9fe315c2ea6b778eb898526f24b2a726264184a67687b8ff1,NPInter binding-site,0edd3b2abe94403182e728703a820d32a2a51ce6c633d74524ced00e0431bec2,124
PAIR:6ebc1f573df481aea960ea6d693373c2215073f5049a2de51a44e2a4c9870ce6,NPInter 主表,2d750c4cca5e216e044b65a9c367be425c4272ef604ca88b6bb3a411c37e76d2,295
PAIR:76b3410495d9ae26ff2102f63b8afaa294aa953bc30cb28d94a58412bd2f4444,NPInter 主表,e0a82dd7dff8146e4f921d453bcdc80a2448fda58f7162980df3899952740bb2,368
PAIR:5857de6331049ed9e4a765df83aef381dc2f4bbe5c0e3c46d5bffeb2277339d8,NPInter binding-site,50f224aa9dcbd359f7036610684d98292d7ee185107925b017e7bb2bdda50742,26
PAIR:4d826ee51c3b521307ccef341f5996b111193dc9e01fb39f124e53b720985090,NPInter binding-site,54e37ad5bba7bd378ac1c61de3b1f6bb77d6b0ac6991d859d02902d913c29f41,44
PAIR:2c2eea84ec821651734804f115be7e135af5f6625608fd8907198223035f9edf,NPInter binding-site,708f8ea1f7240e87470e101e3ebbd37ff72ed5fd28b13f6a42d89b57bb4f2ca9,18
PAIR:5fb0036af064bbb0e7d0a13d4aa955fad0a610c1d244a4c67295c7ad2d9ff540,NPInter 主表,e95970775371017657ad7a031baaabcb6a92c8c1ce36026fcdc96eb2036d041a,442
PAIR:db6abec06cc5eaa91eda177ded6c55b2a9d763a8064e11f22b5a0a669068a838,NPInter binding-site,0254d00b4646e0825307de108a7f46075ecda462905ed7220f293628af78b5eb,28
PAIR:ce5ce7f89cb2929f50d051224dfdc640c3350fb190568371020af6121539e75a,NPInter binding-site,d9e33a085d40d79342e0d981a2c6f7f3f0522865e1b419b3f94e85c67e8f5dcf,55
PAIR:f37e926a743e596fc49e8aa052427f77bacd9fb0bc184acac4ba51389a48e365,NPInter binding-site,4ae3885d92b4a10511808a4449f09a6846dc118fe30f80565d020c8beafabf67,21
PAIR:4f2d615164de9e84c423b5010344c982be67afe9109874cbddd2a92af7986199,NPInter 主表,2c96b83bc68244547592b40964f6b206f71983b1cc465502de54c32f04ecdafb,475
PAIR:446d8cf92e693b082eba0533eeff3fee927716f64b0a2513942f2b9ec48f8ee5,NPInter binding-site,99c1e89201a4adea44da61be0d5553001e2b61dbff840daa341d3186746e1d94,36
PAIR:bb8054b48566e1ea2e09a6d415f5ff33f94248fd123c4c0d94abed9142544074,NPInter binding-site,53b9854401923c9ac8901fac81262d653595af548308bfd27a1da7066e75e22e,28
PAIR:58a3b31345c20427ff41c8fa220052c7cce3b698f7c34805f85f9ded0c579073,NPInter 主表,222e2a5e6855da21504a43c933ff2c533f0460c04a5f97d4215ddb1185cbf6b8,313
PAIR:d7dc5f8961410a91b88d683bcf5b9f4f7fe57ea8ceb0b830026ef83bbc6f4da7,NPInter binding-site,5067b9837b60781bf5eb2e09e3e47e47ff30551188d2d818cbc37fcce6369032,10
PAIR:2c7ba53f65d4587e77749abfc5631561f24f79b4f0f11804d71275af34ee0149,NPInter binding-site,6b0b9f8fb3f489269aaa01c0a3a9dd66172551bf54aaceefeb9ebdb98d5568ea,64
PAIR:9a2de8f00fba899402ef6a64275e9dea693ea61e4281078902de41cbf79465f8,NPInter binding-site,a260f2c5e2203c15c1f33c836f126cafdb37a35a634fc77c9022ad0bac8acaf8,28
PAIR:a8a3dc360ca22dbf904fedf4ec2369c127cd17bce1af897fc4bf7b0d84e2eb08,NPInter binding-site,34a95ed2001468bf9c97b8f93edbb0bfecdc10854728ab2f553486bb5c77fb0d,28
PAIR:513a7ab0db75cf7fd0fd94f0466ba06eeda3221ecd4a2d70e6d5ec83c8d3246d,NPInter 主表,ec0cbace4b6543e2d1ffecc6ccc445d851ad05a4bd0752ae03e3200547d72584,414
PAIR:3f0587955a45894390044b274a9b96d6c5a06e0f56fe3c48f87a805ca7b41797,NPInter binding-site,4333ad7649075dd4b2ad95b5d05e568b34368454ba147ad76595874369920a29,42
PAIR:fe9d299cc688272f336ac2550c70ea319dce09fcf9b8a1c531074dce099bc023,NPInter binding-site,8901c242d4b62ddb358ba79494e77929b661029756f85cd46a0952ad471395f1,36
PAIR:fc524b5a65b1f0d23d5e5b6a3aec607567a430997d986a417322ee6bf1331b3e,NPInter 主表,826d1defd714a31a8a3252ba8bcc4f58fb256bdadb3d8f5758c29097a1e53012,355
PAIR:946a624b760e372d50c464a49c262de27ce4dd87c589103e7e03496d1e6f657c,NPInter binding-site,8c8504c55b4ce35e7da59d0901097fdf5bda51b65cd50875e22f4c19b45bc97c,30
PAIR:09a708624fbc083ffcd3ec159b7c51e149d004b091fb092bc8aba2d56b729f55,NPInter binding-site,5573149138cf04b34fabbfa920e03e111881cf94b9f17db5af23c23f4bfd53dd,72
PAIR:b78dd4d5dd3a4b28521f12c36ed4580f26e700ceb307e5166fef5e950f4f28cd,NPInter 主表,12245d001075396792241f8d2bc641f5f5575844508f046c6601e2f6f6d66b66,486
PAIR:78ae3c307279c3524294ebe44b67cd01b432a3865083e7c98a449143f196de4d,NPInter binding-site,d202f6618516427ec4d552fe0b7f4e44cb1f6c0796ee28e0ee722a8b4ebe08d5,42
PAIR:7de948c1ab2cfaaf6afa7ddf40e9ddb34044a2f7df76321db22adaa6d7bc1c6e,NPInter binding-site,d251c317d7e9f8a41f098db7c523ac11fb1aca25d5757476e946d7e9badb54de,35
PAIR:32db773ab636285b887a36b2583c226d697342a5633db4b9a73fc69b10801d27,NPInter binding-site,e503d3992445680dfc8982b32d022407e58769eb54942d64611eebd582bf9041,49
PAIR:07cb979413de87bdf6bd06739899bec94b41ddbc71158ffb4b2b806fcbf6491f,NPInter binding-site,4fe3fc818b14aeda19a349df75be129ac82181e476796f9f2a9f9c1a75b22b61,45
PAIR:c09a8af62953e1ee8c9f67e70b38c2cfdb46b9e81ea54f4f1500cb895defffe9,NPInter binding-site,8707818219f3ce9a5238e394b80d7e25515beaf452d9299f14d1274e87ded28f,29
PAIR:971c50787cbdd8c9dd72448c03c07c5f405a27e65b8dcfa8a3ca856c62e97b3f,NPInter binding-site,be9c3bb040f30ad90c326830b772e4bf145b4c2953a6ff10ee449f6f4f6ab68e,38
PAIR:d69e92fe46f11aacd034b62fdd7ac69646950b17c529fcb449be896e53f32123,NPInter 主表,e6dbe6bdc240d74e837821769748829cfd46f866dc2b94cf87eb89a3780e617e,423
PAIR:1d860af5a65df2f1c96da5d594d159630bacdb429e9a772ec6552142e25f799c,NPInter binding-site,0c82157172f7df99e8de3356e1671e15c32b2661513f871a52b397a5e529ae5e,68
PAIR:24ca6a15b0bc12e47195046d90d1f9bd03b8bba999a0d64516b55faf13ac8a37,NPInter 主表,f4e7ca2db2586851a6b5730d253eae4b05225a8ee0334c04ff5ba8b5b646a185,283
PAIR:697b84ddf90796e06ff881056ce1e8a975c6f356c359dfeec6c1aedc59ad4f0e,NPInter binding-site,aa24d5956bae291071e5921a9502644d43bba7b88e659bedc17f33515a18ec6f,24
PAIR:9bbf670b79a966a2b607d940dbd4e2ee985b8467cc8f9a23839a91ad6030554e,NPInter binding-site,6f87fac4c14ddef142f69ffd00acad3a132efcc75de54037e908dc808538cfb9,138
PAIR:26aafdeab36b376f31256179004b292d24e5257ac6e2108cccafddb9a5be9d35,NPInter binding-site,b679035688d61e0b14ef7fa5973c18bd2546cf65dd99ff49093414f2ce262541,50
PAIR:bea620cc62744a7f4a709c06c8097758a53b0806d132845d97beddc760d8089d,NPInter 主表,48c50876475a731f43ef81d952920541a87524987938e4750f139058650847b0,307
PAIR:c22759d55ed5b5d5a9c2c44f345ca3a64ac60278f3ba8a99ad4f93b7a44c1584,NPInter binding-site,d994101d0007bc923cd5a6527dd83d1b2c840eee6c6fc523212ca8e64dc596e3,11
PAIR:2018b379a516c4c7f0b1a629f9bc1b64f32fca7bc4943979767faf025fee55a4,NPInter binding-site,45cdbe16a630a49f0e796fa9f9bab670be2beb845360f31f834b721a7263cfb2,48
PAIR:e65f36b381ef209c2acae7807b3a8a63bb36578c0265b79126096dab0cfe4943,NPInter 主表,1a544155bf55deba0e5e2bf0357a5c6293a516fd5a1f77e572b6986a2bbe7634,211
PAIR:b870545f6aa601eb73679730f62a4869876d97a5490c3c11e9ef975fc74411cf,NPInter binding-site,3d09ae4e89733d219b6289630c9955716df5ef06e05d86f45387ce1401875b4c,10
PAIR:185fe852100eed4927d26c7842331e4d599b491c7bd04073b8680dd8368968f8,NPInter 主表,21081bc1b8c3f95dc964a45c97f3d3fda15004c64fa137a21a84fe8ebe2a7cc2,384
PAIR:df2534ccd32ff2d56a07ed6e0f26319b469c7f0a48b568ca2ed0ea6877bdced2,NPInter 主表,fd5c8a026b7229ee3ca64ee7892e99fe3f1c34cb82b1dca4f055c33cd156ac07,441
PAIR:ab0e7bef41c41930b9c0fbb4f618c714f6207f0670137ae5ab30530daa05626d,NPInter binding-site,5ec8ef2314eeb3efbe703b52726aed200cd33de753c7fc6ca17d9312f1a52cf1,27
PAIR:e820e10799db2041ff58bc7be26710eced51c2d6c896fc1f38ae39081c5d44c5,NPInter binding-site,6c45f7e0659e7ef0d1d53862487d566b042d14246df73b4424a063d4534fcb44,58
PAIR:ddc7a1c4ecc3cbd81a9b1e5403b2d3bf512952c7ccafed2fdfbd9a6cf3546c6a,NPInter binding-site,c18da29d18cc45e41ce60b460be1764c652ee08f1c47e05bed6809598f17d500,25
PAIR:bb12dfc077aca3c2d09d52224811709e5e38fd52bbda4924a6e31f3f5e9350a3,NPInter 主表,9bd49a97cdcfad96adc6a170a8e377cf510b104298507eec51db21c246c961c6,372
PAIR:877e291bd599da0d25b7f6d95db65ff92c254defc1740d7c86b360970a86f622,NPInter binding-site,6f724570ddf4617f3fc148922c9e5377f95363d03e3a9b1ba03a60e03a618ed7,26
PAIR:1623387610a44c7f323da136c5f47b83f0d3d197a355f70c8b7b8cd49b9cc520,NPInter binding-site,f2b68a3ce4563cfdd3b39815f8dca797e1a91af37469e928a8d1074d43405a61,62
PAIR:af69905b11067bd3b36bd6581b2a3406c98f6521d6b3e0c6c468209c4ffde068,NPInter 主表,7dae3718cc04eb45ec0d00476838a9a316dd6b1c09f4d282de24fd6a4f0eeb89,212
PAIR:31df1cc04e1d09cbe2a1f7b1d27de6a29d558dfd8b0cf59b257d3a586ddf3d8a,NPInter binding-site,25cfc8d8a924abb5199e6798d8c6d49e49faa38c0fe563cc0a9a1c3efae15b49,31
PAIR:90565be0b26a09ac599d6f8c985046c1accb4db0977d2dcfd8a7712c552c4c93,NPInter binding-site,e916cfa896fedb924a7025ad6f3389415b1308cbfcd8d5dd7bd576d9e07196cb,31
PAIR:164822605fddc5df9b64aa6bab733dac366d316c10fd8b574c65470f3672bb01,NPInter binding-site,15fbc0ff8a800de4f36c158a2342dd332ca3bb72ea9a106ccfc7bd0a1fc43e47,16
PAIR:4f2bc5ae505392fe97c81a78e2b0fa173657ef73ec8f49bef318a773e24aa908,NPInter binding-site,67a63295d0afefa092f3c094ec07ba06a08ef08f4698b23159477bd88d4859c0,28
PAIR:48650cb64f5e320115430ccacf2106dc7841d8bd390fca4b8e0e79bdbe3572fe,NPInter binding-site,7e071e4fcdf15ff93caee1d474866556debabe6add13d2e207d2ebb306a287f2,45
PAIR:1fbe08c61cc4cee5bed7915f2d4d269d3ea906de705ede30d2336093b2dda850,NPInter 主表,44a88736cc1bbdd3654388f64ceb9806aced14e254ae7bb6d61279ff72684592,460
PAIR:b369fa5732e9802c5f998fbd8b286d568fa4235dadfff031c4c0b618d4789e3c,NPInter binding-site,30dcf645d962ec82603d90da07268bc9c4423f9f90d649a245760d8b300ed0f8,54
PAIR:8567f046f4b4928d728015c3b48d4a2476b4d6e01975ba70c711ae0cb8b418fc,NPInter binding-site,d332ab5f85501a178e4be19154c8f68bf5b49b20017a563341e8bef131ec3921,80
PAIR:a80f65762529afe657fb3e720f80343200f3dace9c3b6f7f38e7a89e044fdad3,NPInter binding-site,351c7722db0e327066c9c00f7ac4d254f1178dcb0993ce6bf82457161260023d,21
PDB:1O0B,RCSB PDB,79a0d98b7a1e9c48a40674864d87ac44ac2d096638305333a4e0111733675641,75
PAIR:ab1af0d61ca95c9651798a8083aa969c6b3bf31ad90ce6bd35bb88935d5e2e18,NPInter 主表,b1de7647dcafdb4bf2fd05c09dfb0d60410c8a24027d011ac7f28e28f5612d12,251
PDB:3PKM,RCSB PDB,df3daab1f79ee0d0bcffa03a991e3eeb0295b234b1dd8ad7fa1bd29fa75daf33,10
PAIR:d76b0a2c3dd7566639fe0ca6ceee6251da66a3beae8964867d4a0dc6c387b6cc,NPInter binding-site,b0d43746c359f28e6d1508a1aa9efae6e62affb9a3f394312dea23e0e317622b,47
PAIR:c18ae1cc0d46d6e6351f06b3e19ea9cb00a33287cb5adae008626ce896e0f12f,NPInter 主表,52c83a2d9c894ec2e28fda1ab792cd313485e4606e622ae3909da7cb7d8c830c,301
PAIR:c786603284ffe1e12846711abdf2f07e683433d12194ed264ac5e4525c3b8095,NPInter binding-site,bc25b17708053bdd449f3e3b5cfa406c29c91fc2155fd68757828ea8a25a0118,38
PAIR:a25c352638dc5c23e52afa887b0491722f082aa76f5ef757b50e6be41edc12a7,NPInter binding-site,1f3cbc47712e2d8ce5d7aafd0b0f68b60394b1f6992a30bb5bbde81308631844,23
PAIR:1fe0e229ccef7a0e132ffcfc2a8fcc3aa22989f98345511d3a57ccdbd57a7b80,NPInter binding-site,14a63f6fa42a28e4a59d38d7d46b6e74a084f307a1fa33fd32366f18c4bd61fd,48
PAIR:ad07656b9f0d698ae9f0553738084f747f54ff9ebd16efa11331c504550cc4f9,NPInter binding-site,67c57b5f92ff3dfb23d4aa78b166dbf505aa9dd6090185a0dac14ca0ad566996,32
PAIR:24593bfff2bd838a19d18c87cdd2ea19357adbc3580f8e676a8dd69852d2c8de,NPInter 主表,971954d6b0aff5010ea76273f2aa6ecca06c1a8a056623d5b0b786d3fe81fe69,401
PAIR:edddbb3b164503069c02de87391ba1e30b6578d74768bcbf1dd48655902b7b62,NPInter binding-site,e85b9d153ef626c3948ffb98ac0316440b609d04c3f65a4fa545377bdd483983,16
PAIR:8c914dba2d27ec069ed779f8d51aaa30d1f09da1528c2cee09fa5753cd2ea738,NPInter binding-site,e75990f1aa8091c0fa3d2203105bbe09f9e2f6ae258606ce27693111817af30c,29
PAIR:7262d7e6d40405584409986537d4cdd0f05ee92508e6e42c590dc83f7dcda088,NPInter binding-site,604c703727969123bc3b81148c38dc25945db047eed66b0bd378df7dfc1eceb0,60
PAIR:23fb040deabbc8d5b5b9f7dd3cf5dc53d696c06640410746ee2f4b8c2bb1b1e8,NPInter binding-site,24883b46973c7e94cbd29df331d4ad153a0162df0fe6c2a38c347cf3a8656e8a,17
PAIR:8629dc1083cd0fddbbd353b0de7f91eaa8328b37fea9f24ff23cba14f93723cf,NPInter binding-site,1ebf2710cc4c55ac35050d0e705dd5ef12a73b4f44034a1160b28f3bf2f2fee3,24
PAIR:8c935ee6f76c2c72e8d47e86a05f5fc95b6ddef2ae8412dd5afd1c4aa333d4ea,NPInter binding-site,d6dc729a8f0e4f763219c69ebc1bb82c8c7d797fcfe3ae17e36f1cfb703566e4,23
PAIR:3b932051dd32aea76327a94918370cb0877b460632214824ed124f1f07120d4d,NPInter 主表,a0d8ccb536abc107dd22623ccf055ae7acc678316a41b5734b53b18aff3f2050,248
PAIR:8ff6a1b387895adb384ba17bf9bca514184c8953566ba4ad78ae69d076321cde,NPInter binding-site,3bc8a73dae46137eece18c283d7a82f9c2c3ce658a61b086fea9b796f7b4795e,29
PAIR:9170af56d43c7dc516bc2df75d70ac1ce6e5b2ba67aad60e20316ac0673892fd,NPInter 主表,d75f2b7d2aefba265276c22036ad07ffb32167412d833d6cad807fda271d39bf,428
PAIR:627be4cb4d8a9c371257b86f8ebf218cda1088b12c09fd11369a27a3c7168127,NPInter binding-site,d5d8c5c704f91203e3e72f59645bf4fd0539790cc03648a4bcf3d6f60c48f83c,17
PAIR:8d813655ebd50b0ada91303ee6d7f1cf0afbd6c5c3a7e6ba37299cd55beddff4,NPInter binding-site,f60cfdd3270ba7e98eccdc7b6ee5c1a7746df755a44d4721727f833fb09c249f,13
PAIR:10dbd7f2ae546bf911d28d7357d6ad26452d736b5564840afeda79fd95a36a05,NPInter binding-site,a2e5361f50efbcf930f62c2457f8495c2515499a215d8baa75099031fe1bc2d8,21
PAIR:4e296714d20c09130ac2c226a7b64a20291b2a81b25687ffd82c9fbae6e23c36,NPInter binding-site,9afd8f3588d621b7c78172877af3c2294b3f6710b501a00691199500666c1812,68
PAIR:cba41c8612dfa5bd95907ba39351a241e0ae17108c88211ec1f17fbcbba30be8,NPInter 主表,e942b870eaf56806b3072b5b780900f9e025a0a23e511a2aedee8cfd27983182,415
PAIR:786c8f0c8577494451f5cdd52a0d1a8ce6201f262aed678e71f232ad00510f82,NPInter 主表,c753d6426949bb99e6d61bdaf8496b04d2d097f982907c82b9b1d00077ea6b1f,475
PAIR:ef0ac50438781a604cb26c152ed851ec4336d513d6f00349d11ade41ad9e92ff,NPInter binding-site,3de4129b7ff6606050d2c177318f79f4e515bf96d1792429aa096b659cb34e78,39
PAIR:db90ee3b9f37d9ed98367851aad752f5667b031aa770f7dabca4d090ac04e4d9,NPInter binding-site,3eeb46d5f5eeef34eb9d6cb7f5a137fc38cec016c675d4061d093f1be8b0e8ca,19
PAIR:51261101f4b19a8b752a537c485b0b837cfaa72fd0c7e40a8044bda2cc021a48,NPInter binding-site,b1fbf378ee298636328efba55322b8a85785b1b1c7ba77f14e49ca25456922bd,24
PAIR:c15f0e1955ea42aa2e25b99b3eb8304cfe4970967797b166ea9c26a0bc7b8ac0,NPInter 主表,b738c4095cb357927f8ab9e35629c8456ecbde42f0a98b57373055f50a12afa6,333
PAIR:50d8d51e2a41e326cffb6109b7bc2f5909c2f61096b7b25874a6a9410ea4811d,NPInter binding-site,ee6b4efa638ab434d0952aa3d5cfe56d85af3fd44f303bae23aedc34c51449c5,42
PAIR:db6b73bbea8e88f2b917a3e3847a78831d97237662a338bcc7b788a29e5f79a3,NPInter 主表,5aa945f6627d6d2c66936054732afa10c2d1d41612f171a77fd828f374fb03c7,318
PAIR:d8347fe172caec9104958c296e3739c3cd45ad48ff277774da15f6d233cd4458,NPInter binding-site,d054b2a8c24e94816ab0c835be268758f753651aff3653e57b08fe204ba9577f,36
PAIR:a039a8671a13a5c79cbd4dd64a020ff71e19e14d94f5b79556d3ca503942a813,NPInter binding-site,55cdbb415086e454bbd15b984b1fc48cdef3bf9bfd5b95a3fb27b036af3c2c19,51
PAIR:8aa00b78800e5c1b0a296de2993d958c39bd80fd641de0ad7b2638c5aea8d3e2,NPInter 主表,9f50cad05c1ea1953d0b288e78485d0a082826c10505cc07403027be12d204e3,252
PAIR:824a7793a11774547b07e0f41743015800555c2327525ce080bf4792af1d3410,NPInter binding-site,9c27c085af9b04036b6f4a0dc8ebab34092e6fec18fdada796cc5c2143bfaa69,120
PAIR:201a76b2c677c7221a46865f1f19d4edb6a0ffcf7800587b09e4b2125c2ba560,NPInter binding-site,2ffc6991a1ca837eb7a25bff43823d298b11ad0eb0f0a3e13043cdd6c2e56d2c,95
PAIR:24031bb85de8cc7807626d2c3a371ca907dd63e8d05cf40098511072f7ba01b8,NPInter binding-site,cd6ac380f7570c005598235d2a326751f5de073a90e5d89c52e3627e54d4043d,46
PAIR:0ad5172253e5bc099735b5d86268009d6cffbadead3a59a3a04e9bc97c89d51b,NPInter binding-site,48c8f910cc511d260335032ee5256d0eb2f36e32b81501d6f338203e23d7e7a0,35
PAIR:1cead9ec525868c3a2d0ccad7ce158c7c5c1db44d13b5f08790282278802943e,NPInter 主表,d5398d4d51f7c4a3f81f0b2b36a4c4ad57df8a53dac61dc329b89e43645238cb,437
PAIR:84d7b1714e6440e358d5bf4b5b69de389c7acc106649b374db9836421cdf411d,NPInter binding-site,dddbb50d97d054629a8493e4ddfd5a1fecd6ab48d89bd66f11e76a90ab24464c,25
PDB:9H4L,RCSB PDB,ae72195a58599e1f24f2b038021d85381c5e6a52824864d8cff1e3f19bffeb23,89
PAIR:91472c1a08fb68091efe2634eeaa4206377de245e76fe839bf497f0ee48e740b,NPInter 主表,699ba8106bae18644f082463a3e301edeb992d2d0e658c2b392e6946b3e36013,452
PAIR:32f3f039c42c56292e33b432f130fb6520038905343fc74993003ff24a632826,NPInter binding-site,fe9d44a43cc57fbfcdeecb54586c51fc692a31992def819aacea2c7ef15b13d4,51
PAIR:28747b2704132ce5dc59a90fcbe8e48015483cb64f020e57a4d42ab27ae956d1,NPInter binding-site,b91f4d028899fdfe7baef03304866fd825b8ac91bd3a06d3111585e127b82560,21
PAIR:609237a0b1b04d9df0f20a002635c6f2fbafcb2087ac2bcf06de8bc154ca2eb1,NPInter binding-site,52ec5c57627984ed424eaf3d36d329315a1c747652174298b52236fc75044f71,44
PAIR:b0790daadb83299e061522af168d3b20e46510f6ee8b0bcd4e6dbfcc5f3b13b9,NPInter 主表,74b686d99285242a396560b215b3d72b7e2aee354cc0847eb4702c9a4571b9b0,436
PAIR:5cd8b532a87dc41303abc500451bf018630bd471d23a0f5e9f0b14032b33dbce,NPInter 主表,afb2297e29a8784afb975743551522a170b6120a299dc02b1b37455f837dfb5f,470
PAIR:9f2dadb2a1caebb98eae9f2a065338bdb94467dd0a576b868a24815530b96de8,NPInter binding-site,d42bd85d51b20020f8f7d1dde5ad2c89263878e515ffc0520cafc69d58904537,45
PAIR:38cf08d87c89a0db7ac9c3e3d653cc5208e5a64d0cf1dffca948e8ab793508eb,NPInter 主表,9858d66dea3501e723ac35e3b2d34083b3edae41db47716204dc696ff5ee6aca,491
PAIR:d4b74d24808ba081c5e813352636430f62ee6eaf93a37e99713474af76575f2f,NPInter binding-site,8d6409608a9f51132fdaba0fe51536c1d315df5bd8e569a1387185c52a07d28f,56
PAIR:84d0a87e45e70049a032e2c491e98ac26be4f2f5417ee59f3562359cf6dc1be9,NPInter binding-site,c5d07e26fbdd4efccd14128b0320d9addcdcca546d20e89bdf9578f612f6bf44,20
PAIR:7c95749fb10ca1ca4b1271c420783766331220e44b91e165aa8d3f7f0fd2ea8f,NPInter binding-site,7fa61ff87ef63348d8ad4d04b857071de2e58efc93ee0c3dd01b62d5461c0bcc,19
