complex_id,source,rna_hash,length_nt
PAIR:4887ec8287b6480602a8a097ba255d78474b079e16966fa6607e9af90e9d4c84,NPInter 主表,c1102fe9828c2b8b2c4c011deb3118e77d7afa5a684e435dfc32e2ab3d420a2f,398
PAIR:783b65839d1b23ed0d543284b9af4c34f14c87c39b6a3a93209a7cada8165060,NPInter binding-site,7ddce6cf388318be5ea44fe0d895d61ac81b29860c7fe4e9bef8bf8fe65115c2,94
PAIR:562d77ec0897a81f397bf1fe3bfe38f49ad2ea8cd70a2424104885ea8e194b09,NPInter 主表,c57c093a8f5fd970561f113fa270b97f72dbc7c9b2d0bc3b7bf848191d46b52c,422
PAIR:c0bf707735d8a0576309627e44d11927504a87e99622bab58a2f62456dcd4708,NPInter binding-site,c23d5adccab500ae147d8ef7c5c108387e61d26b7eeda27c1006ab5b354f5299,16
PAIR:9442990201a5399b66ad91c7dbf54535f33de32e63d057843a32c2eab7cd98a5,NPInter binding-site,6d03a5d1f3065f736477d9efb95c0c05d2817d54fd67299c12c898b10c7e9f3e,24
PAIR:6d9c391a7f42b69d0ed461d5b180b7627595a9869a623d5c08ca15118d460113,NPInter binding-site,da8d56f999f812e9bf19cc8dd52fb979c77418d739b4331b1356a4db0d2c8103,62
PAIR:43ac35e58e0c798cd9eca0c929ff779dc3d24483b6de48c8e5cb3be143a045ab,NPInter 主表,80a14181928607461350c21daffadad1b332877bf9c274210ab416471b794158,439
PAIR:b19cd658052d83e5fd6e203e0b3ee6d9bb257305268059fca6f2252a0316c221,NPInter binding-site,b0c8e644f07f704885a8a53959a26541e74c04a6833fb370cf47f7db4d0fc623,36
PAIR:fd54413bc10e033a48c804e349b3b5fcd774ff71bbfb451a7dd18ee08e22c804,NPInter binding-site,9577f4cabb7a563c0b93a0e30a6aa69817169cab3944e024b6618b1e1138e04d,26
PAIR:befd675008de3bb807fe3a219c80fa3770ccadc9fcda38ce79b90a0b95083ee4,NPInter binding-site,a2f5b07049c2cfb776ae1d569cebfe12ff9119d8122f4de05ad99f84a8704aac,51
PAIR:079c39940604be602383f3a9c7b315209a3668a91e9c3c6d2eab717e458bdcde,NPInter binding-site,41a8722669fc65b98cfe8d6de0f829ef7e751d54ad8c916c32bbc68a562f05c2,228
PAIR:0ee1a88bf64b005ea914b1732fe985dbb6837c6fed6993009f4b57c4656f44e9,NPInter binding-site,7288ff5332e7b3fce9968261304e1db139dd1f8ac9b59b44d4f23fafbd4dee3d,10
PAIR:8ef4c4e2bba8cae41121b26d4cdc8a99133b170e689a2e014ac734125299a8ac,NPInter binding-site,340dd5bd02ec17777d78a4d36cddb9912f2d3a943f0f2f7efdae83803bc90720,36
PAIR:619e5c2382807143c2f2f19e669c5610e1b0d4557640ed004eeb54a6783bee04,NPInter binding-site,0f1e055330739cd53a20c929c93bf3720eeb31bc26bcc8c1a48bad73f523e75e,22
PAIR:46363c00b620930bccd191173c3729519e1638577bcd6387fb0d9bd74491b999,NPInter binding-site,cff742bcb6bb6fb9595c64d3be95ef9b10c3d87dcfabdb62c481a8238369a2d3,21
PAIR:9519b70008b1514793c41b0a6c53de356283bcd8e6f8ee087b1472c9a67519e3,NPInter binding-site,4dc900d07ffb9b2514fc41e1a5b94cac5d4eb51462139f46d98f28a37724f58d,18
PAIR:4ed0d0e913b66c8e341ba6d32587961e2411ee6a8232cedf03f9efe218bad859,NPInter binding-site,432ab57764c9c0165b8919ad68deb472c5092fd7d4dfdd2e636e1b042f6a146f,23
PAIR:7ae1fa29dbf7c1bf8378d51e9f1199767f49e5662daf8d66fd6d05eb6f93cb8f,NPInter 主表,9995861563a56e40ed01bf33648b5bfdb52f2ad1cfe00dcdd2b1a509b0e48f05,433
PAIR:0940030f4535eff478524c2545deb8900130da3e4abb339664bcf93848b31a5f,NPInter binding-site,ec3432ffadfc26e91d668eab0a9dcd26e0fa3f3fe1347237115d258b60d2ef7e,42
PAIR:4da3083b1325a533e8218bf147e2f80722968819ab434614e1847b3505a07544,NPInter binding-site,47aba6b0dd45d138e5e600c1b084d8c49c94588e853d6d8d192e156ed3659257,35
PAIR:d131a7e33fb790c2b9d0e5b405fd08477dda0b06d406f37c44268f9c084a8574,NPInter 主表,54318858accd377140d3b0bd0f8e00fd3c0ef80d70336e91bbf0631ffb1d94cd,323
PAIR:b7da6ea576b3e7b0b60c2408a5b76a1a8c41317d3e52b88a6ca4520ba696608e,NPInter binding-site,4e133f2de254d496a8a93eec8bedb839edf7dcfbbc2a23315f3f52a8fea79474,29
PAIR:a5854f1ac8197789e7145bad12ae236f2cad28152478776d1d9b3ca7f1054b77,NPInter binding-site,13543e649965be27759b16f97406a3529fe2a84ba5e32e8aad3d4edcc048d481,51
PAIR:f5786d06ed43c3c9d68b130dfac4b5ca71d5169ea5aa5167315b581e0add4321,NPInter binding-site,bc4259da4d24507c2ad64685f6d43db8a827cca11eb6fe081ff907c87264a1da,57
PAIR:0b2d033843ddfd4cda3349cfb0ba39fab9cb412d45cb09c6e9817263a8a4a4dc,NPInter 主表,6092b1c2caf93544c380df4c8c7dd4432ada84cc57654840b0f7d4adf24f5ce6,353
PAIR:678fa31a608e8267a7b73485dc343a56495bc6cff54e6c2fa428aad2fc8be514,NPInter binding-site,2499f16da2f83b893311f589b3a8451425907ded471c98fbf9a6f380d351c98a,64
PAIR:772f5697e39716dcd935399604e9cb6b4b45e15a1ae1682051cbfe61e9773d30,NPInter 主表,f1ecbad9b656d6e208cc06fff718e16aae90a81796324bfda5ad40b3ac564c75,336
PAIR:8246bb331b00b656aabd34225ff0ae401240ac0a1f167b2865c302ff51d45be5,NPInter binding-site,d4ecbc56fe0b21147d4a420bd5871ca4b158a3aff47f266f216ed997dfe1bca9,31
PAIR:a3226c84ccb36e90e1dbd9f522508f89912a6feaa84aa0f4be53c568ddfef9ad,NPInter binding-site,4756007d20808a1c4864ab5489cab2c34562890dbe608d36a513d91992c4ca1a,25
PAIR:901854814f379e08f1ef2d2100767226f581f04a82f5e5d574b12744c6b38bb6,NPInter binding-site,d745e50bf66f29cd0cba199f6ab3c1437ad1e14393ab785f38115a66ee2f4d46,52
PAIR:9495ade59484d31d8a9a1d0409cde12d25605699ebcd08b68b35e7b2f4a9bf22,NPInter binding-site,e2e6b5f210f9a594b575ffa89bd7a147117667492ec042248dbc99b58988ac08,126
PAIR:cd0bd53a2694396d76d7954314cfbc40d2e57b82a94210f284075cb3b4da13d3,NPInter 主表,21e85c2f0d60f7b6006ae3e5ae18f3c3516b20894d9c5eeb142865d4f67516c9,410
PAIR:f943e6b14dcc536d63080b67ee779e56f924355a4c8b4d14fd33aac26e052a0c,NPInter binding-site,f6e09df57e191bdb99b1f0998fab0e140c46fc7dd2f29ab1d487c0ad7ada7da8,20
PAIR:4e84688de884ef5b2e3d5b4c2205969e9c982be0b3437a0cc3e6329470a4dc71,NPInter 主表,033be07dca51166f7424d72515bdc6c5b0bc7aaa4dd6d469f2f94a806a5c6d10,345
PAIR:c9995463103c67d08ec4c9addf0598ea5bf14b8a6a502aa0ba6f41bb5cd6d46f,NPInter binding-site,a5b2da25caa71bf064f905c63519580563383a11fb8caef751ab72c6df32f523,58
PAIR:9542f9f5c9dde85ba3d1d414b0ceb4c0b604a36bc8abc460629d7bafe1121006,NPInter binding-site,fa0fe92ab25620cc2c9efb81f768415db4899575540e9359b7e41cd649dd6427,70
PAIR:04ee34a6e64f8629eb85414fe9e9a0f6abaa3431683a356fffd3406003148dd4,NPInter binding-site,45dba7d6cdcf966f104f8699077a358d8986132352f2d8cfd450aa8c6b309257,60
PAIR:42047363cfbc668cddee73322abe2f45e182570723f5083b3e87550161b4b3e6,NPInter 主表,2d750c4cca5e216e044b65a9c367be425c4272ef604ca88b6bb3a411c37e76d2,295
PAIR:a84ad7cdb4c49e450ece5a8b4ee3a16beb7f21a789a5a044293b593ad1964174,NPInter binding-site,e2c5df19285b3b973a197699dc168ef3acb1a16546a186b23b5561cc8f0fc1f4,25
PAIR:d6aaa39eaedf38361a146e2c931561943a1854ae4ccc608b54bee81268043e17,NPInter binding-site,27b8d044f44b6e45cdcbcc1f470ff9185d386b56709b9d8626d134a6b4c23d62,51
PAIR:387d27b8b54a3926f27ff0c7f6f41cdc48b6f3f82032cd4f6a8505172387cb2f,NPInter binding-site,59889935b3ccb852616507bc89e9b18fa9285a3e1ba4e9b3ce448e10c7e8b516,101
PAIR:a55d2b93396150194fcb29f43346b124dc72c156b0582432c1eac590ec54fd99,NPInter binding-site,415f5d8ee21bdb15aaaeec18c0b9d408a7fc33144b16e73217aa47943f66dcc9,21
PAIR:5e178f274f8843c1f1c889d510fe10a8d4b18dbc97af9b33b0eb37ad6f0b973c,NPInter 主表,e00bff82ed3a14e214b0bec9aed960ee802d7f3aed226765de87763a82af4923,446
PAIR:c884103ea29f032c2990a7e5cc16acbb7e08438683afe03348ea63b030f75a9c,NPInter binding-site,7ca2d1965e1760320e98bfc9830e21b94007c7002201b60f98ad1b5b157c43e0,34
PAIR:58408d0dcb320597b96783ecdf31576e4946ce23e942733384ff110bca3fedd3,NPInter 主表,e1a4daa2b616bb35990c732e230bda2005fe693c8ef22f18c78d5f8ac3c6c0fc,379
PAIR:757ac03a821689303fb58fc2fa45107addedb0df5f91f74151c8e7c931552879,NPInter binding-site,0d4420a6752f3bd9d154a1911782481f9f8285ccd45f5294cb0d8c72acfafdb0,42
PAIR:29376d2698487ee13330a79b64655680466e83e8237d1e490aa8361ca396d138,NPInter binding-site,c0af374e1535590774d548b65b0a176d86d60b9038cb3916aa2cdeebfae22edc,12
PAIR:6b71401db8987380d6cb296e3d4fda9256b61400f74a6ae7a13f44a44a20b4b8,NPInter 主表,4e2fd5d6f281da4146d3fa697244610e033ad26f692ed908e7c28fa3027b676a,356
PAIR:d26eeb813d2345ec0abb75a5a80a652a49b6ddcf02d523d2771af5f4b2dee023,NPInter 主表,b81d18547f6ff117550196e2cfbade0502de801f9e3e074def23b36d6b16ece0,434
PAIR:8886fab74eaa0259068912d21c2d2c1145b4bba0431ea8b419a7a2076770a04d,NPInter 主表,487d18e361c7977af851ad3dc0092f0950fcb095e031faf31f4d708ece8dde56,391
PAIR:0f7da50a0eee010040cb73ddd0b404b016307778d2e5fb466d0a555d95d6b7d3,NPInter binding-site,4ee4569112ceab66fd9ddde2871521d2a5e5b50b32287298b48a830204704d8b,35
PAIR:6dd9d9ddc59d22b48f54d8cf2e76b353303a8622539b49282d5943ed20b52573,NPInter binding-site,76aa3028bc388c638499b6ae017d2442de5fb9e13d53e2149bf3b1584436829f,39
PAIR:54d5efb5914f624ba0244d82cb7ed68b17315aa83ca025df7e1c34c6131aa1e0,NPInter 主表,44176396f616e11f1d5426f61260c7f403b031314ed7f1b7c87e8be8214cd119,367
PAIR:9ebbc16c8452acf3ccaceeb305834fbc758b1a118cd6312d71d67a73b7a372ea,NPInter binding-site,1ac18ec4dedf9c1eb789c3ffcbb063162a86eda13529681c0e025b17ecbd53a0,36
PAIR:f1e0ab83ae0143d06d6f43145210adaa04c1233e46c87cee5dc18639c7cb2f98,NPInter 主表,abb51e15da04290b45a098729ede504962895c734f156d4af91615065b007a4c,358
PAIR:177e534e9238aaeeb8dfef49b3b64e13b46e9a0ebad71e3e6e49f634add02fe7,NPInter binding-site,065924acdc73f2ffbbee75f976c66aa344a22ef2ec1cc5527141cf887e8170ed,38
PAIR:59b81511a010af841b2e236f704b69d6e217b7a58b9a55d61d3d1b43c30e61ab,NPInter 主表,b0e8cc384e9889b022de90f8aff1fe8c686768c0160e8bd069500ee03d576bc3,464
PAIR:74f7e9943b56f233c63dd3ab12613560f5aa804467c62973b0e5cc4f19190a00,NPInter binding-site,420a2ae788e06fd69b628a41142dc8d3df632640633c768d00abf2931d9e61e4,50
PAIR:d069c480c3c513db475a26911084acd119f2818e8779ace37278ad4139d3bfd4,NPInter binding-site,9b339ebd2cb3b314d0798d25de68081c564b9ccdcb28330e5548eaa6f0f8511b,86
PAIR:4060f0be46c68ec94870c8ff91607ddc61f826037ccc9d5825c88ae3ff043de3,NPInter binding-site,1faeb9460e3a742cc1f7845b0a5226c0df28fa844c3c9947a121d96eae4ceff1,48
PAIR:60295a8ac6a347b595a998a95a10a35ea515cfd6f53e6d89fff8133bf3a11f3b,NPInter 主表,9d50384ea659c1c94c89574e6305052144ff78ba5150f83b4427068dee4ca95c,420
PAIR:fb1a4bf707b5f8d58e89918220a55f75b0adbd5d8f607139eb1b056e357f0a9d,NPInter 主表,40ab578a54ec6a2d997d1c821e5794c9838c62bdf7ee4394ff83d8b186eadeba,216
PAIR:afd5ad58c65cde4515e3ca91a8677c9b53c7909bc98eeb04d7b7b28e1e01e9b8,NPInter 主表,bfb8da51cde2db2b9b83a771cf2bf06eba15347edf6ec6dc75ae4a8c0d984003,359
PAIR:c292a92ba3b0fa07f3eae1e3355cdde4c8f3d43ee69fed180ccb7e55cbb4a516,NPInter binding-site,371567b83e71139a95b2d695b2bb3aec465e34e91cd8feda3518072b6c936d5f,24
PAIR:24cac9cd050e1ef551c7687c9a7335cd8864af0e89e19cd1885f659c4d5b0804,NPInter binding-site,558abb6f9298c37e8206e4ad45f6d799d539aea7f8d03b1945e7e35c7a18cfaa,38
PAIR:ff4bd26ea72a7b127d3edc3d7f8905e630263ee0053ce972d3757cd7752f5175,NPInter binding-site,77c2e2cc97404552c900bcc2e7c59eabb0e839bef8b329316b3fb1c9ba544579,18
PAIR:77198b51373d7cbe6b6f0653fa4723d3c081d1290c36ad4969bf4b623a0292b5,NPInter 主表,58372d97a929be403e16a1cf1cd798bb753c5b942ed6dbd0680c5a8f5e372b8f,484
PAIR:cad3c0d1a94a9f63295690424a35429b553a1412a885f81bbe44619e03cdb1b9,NPInter 主表,ffc11d990c7c6ecaafd1db11108a7911f636a181af736d1a53f334c6ab2ca9e5,248
PAIR:0375e91b6dfedfba3b40bc35a48d4fc3b06d85d77e502e25c88c78d51ccdaab4,NPInter binding-site,8fdf0a2da94df3b82c7da3486513a06d505d814235a88096ba2a7225e4cf82a6,23
PAIR:16f7bbe843bd1da0968e65e2897c4077992235a8713279eaa5ad0924ff89c7bf,NPInter binding-site,fe98a4a49a44d4cb2aee990d2f70d5c99727bf4a08693652f62422a7ae75912b,36
PAIR:56fa412157bd2e7601eee5b1a0fcc85ddc9e0da29b586b6ffe68a5cd69506afa,NPInter binding-site,4ab270b8b9a8a5d3761c3f59138b7bed0d49d13f5654cede1838b194df11c8db,80
PAIR:1c7fa84bc73c995dac49c758385885a94570eb95387b19ac9d6d80ebcbb87b01,NPInter 主表,22cb0b7bf784d66c86f32750bd498b8e9e266e93551c657fe651a0d0147cb8b2,500
PAIR:d88c6c54035be1b6359c864167ea55c12823e91d93eb91a0a1e8d8556a861dce,NPInter binding-site,838286a5125d6c6150d2bc8e65c81f26c5836e20761b9d8144f39cebb912c878,50
PAIR:363cd1feaa52b1c4fe0b030bb0d60f3a96c081ef8b93176079447dd7c001a760,NPInter binding-site,c4b291a6cf8ae8c1523e2bc2a3ca826ee608b5307646421e109d0500faa7446f,40
PAIR:024410ac81d2696cefd02cac196a0e1f624add8b8d8cc059050b976012018bdd,NPInter binding-site,f22af68a159719ffd87432d6469ee55cd9acf964a97e1c3dd627839c79f346f8,10
PAIR:48e0c26e5ff6394aea82dbab7da082272188d8240e50674f165b4c67ea0c720f,NPInter binding-site,38fb18d07c4a56a8cf726df438723a93f3f1d431bcb3abe7cb6c096d6670a352,19
PAIR:a00553c959cf0403d4204a604459c4e39f200ed9a43c9dc7b4c04b3e443f4f95,NPInter 主表,56fc7052f5ec393baf416770f15c8be35d6e0b08cd84d126fb00709f84d11b46,312
PAIR:6c5ce3c2ddb415c3d12649a6afe09088c4003e7d16de5d25b4ec7751724fcf01,NPInter 主表,f9ef5a89ed67a1f69d26455b476b8e564a0a4be0082f98807593059cae01090f,364
PAIR:b1a5ac655f91cef43d21f5bf9a87f113a0fd58c5410e6e6ff7d421202147021b,NPInter binding-site,e00115ed74bbbabe925ef9fbb6ea445923b8f2c213c701a82de290968e21437a,42
PAIR:ce65a7303a1072f4de36474fd043d8296be8a871be93e0b9fd07a0eb21945fd9,NPInter binding-site,08e95a28b405168ce017594590b73ac01c93f8b6e852b199002a0889e616faa1,13
PAIR:7f4418d70d1ecde418f35605619e5489185ca85835b18aeba6fc0b7b82d5303c,NPInter binding-site,6e22add913f017063fb2b90138b18eb534e9baca7ad703575df4bce4d166e370,36
PAIR:af068078d1dae1d6ba16327433d474d8cf2f762cdf9350738f55b73e73d12477,NPInter binding-site,4e1b6bc8be19da0ac741b2af23459d667e5f903f868adb91bdb2a0f901064b5e,45
PAIR:1f729d91750b6a6d56b6fc6ade9a6a9d7ed82125b5cef0abefafdb31134c2d8d,NPInter binding-site,0fafa1a389dd7e26730b4853099128874bfea8c6e9993c31ba58abb5be76abf8,51
PAIR:6f7c8cb40d21aa1be0108b64baff7438337bc71f518c714bce545a109730fa3e,NPInter 主表,72843ff31e4604759622116a08a677a3b4deba0636ab83b47254bf8b94b2780c,485
PAIR:97ebbe8754e005366db2719aea4d697b1859a25a43bf2f61df7f8e4a9bc468cf,NPInter binding-site,4950a6685f0b3fdad0191106013870da12f1dc3bbab8721efc41b6745c8c7042,36
PAIR:a2653d399e116d7e3343b0431480b3b133d2480f1511e83fe9db0ec1e0011a42,NPInter binding-site,33be4d6f569cac8e604700dfdf0837f3c805cdd8cccf5e458320ca1cbfd9af6a,51
PAIR:79377407a0b3af59823e5f96f68abafed324e6540bfe64b1479638e621a981da,NPInter binding-site,6697e82875b37a98bf8300a98779ab0909121089d1cd589d570a2acb5107cd1b,32
PAIR:84110767118d5591d6a1329b653884b8d3d253ae7f2530a587564375bb6eddfa,NPInter 主表,362f76b32716698ad05308c2245d8c1a582305517e26b050691f748eff60e1c8,400
PDB:5WZJ,RCSB PDB,888e84670a3a2792721d873774af0889c724660c06a7f9f63ceb1dfe489c35ec,11
PAIR:4f24b3d64a051731bec0d5bf5ed644739a2790ea417c637e40040f48317b27b6,NPInter 主表,7a146527763241a45495a3b71c6cb9c1191ae6c8f7d0dd4283c8e1b21c593c9a,466
PAIR:cd8523c9ad7eb23369c0a08597915bd84e2e12410e23990e61a5dd993d999f92,NPInter binding-site,0d19d7424058965143af608c42318bf1103abb081946e94a026ff09ae6b9f0ea,47
PAIR:e52785d635a5296a88fb6894d29717fef93eb9b44c1d4da49119543da580656d,NPInter binding-site,62f4a6ca93201ad89831b8d2772c22f76ad3b952f9471c9416675a5265568de2,39
PAIR:7eaebdc80d8f62e80992cb266e72f995fa2ac957b7d62235cc039f600686f7fe,NPInter 主表,4ca8c8fd0e7b1134a3b1a39ba0608abbd50cde30d7f885d8152564fde16213d7,500
PAIR:003d12eb495dccf2d571da20ada95536dff60a806e3bf2d73f4c372655d2ee1c,NPInter 主表,3e74a1b4078059b8f20c8616eb3dd5a8b30e23680d85ffb60dd283a954bb9ca7,270
PAIR:a255d802832581e8d29240966dadbd6dd606c70b527d9bb062aff8d1d4caa20d,NPInter 主表,5a529293a57e64abcd8f7919f3c75084fda3fc5acc82ba421d2d2e900b78fdd7,496
PAIR:20b057393b50b6795a59338eda2d9f697b158bb50b7c22ae7f504ab5b4d8b230,NPInter 主表,445d19aeab1e3ba0ab4633272533768c9f515df07ffec64f388bf3f3b02ddda3,490
PAIR:c7a8b7d14189ea96eec6a2bcbd5933c2c57a68f5e924b7afc9940e8de93bc4fa,NPInter binding-site,f2ea0657c4d201a26a72069e8a56e6cebe50fec532edfcfbe31516b1ef48ab94,45
PAIR:17e5e1c741bfe62d202670101ad9d486c932ffefe630a3da3e0471e89919ffeb,NPInter binding-site,a6843488ce360a2b108a57ccbf5bf503ba68108e4033fb6f6ad2ead0b6865312,53
PAIR:6b5b0ed7abce249aeb4531952b1d77112222df2a6dfa84a0232749695039ac72,NPInter binding-site,9ab767b8e062f145a384b117a80b356d43c4a5b6c2932a747aaeaeb032257ca3,31
PAIR:0b1e02922e177ace1fa70d15aa923cb313a327e921cb6fcf9f329e8588e1a9b0,NPInter binding-site,5a3a1300a4c728986b009cf675c94a5e598665a3e1130aaaf135c80b1ca647fd,22
PAIR:8d81efed1af1ebf5c19f867c032904fd093ce3b2bce0064ce9ebf319287ac551,NPInter binding-site,d9f33f5a71c9e431d420e03b8f4e95180a9ef8351af56477ae1dc883dade256e,30
PAIR:ea9d2eefc7ea0c586ced921b5c9a62a4c3574e50bd31ae4896dfa85a6a6cb776,NPInter binding-site,8c2ff6b8edae9d7f316ac2d0d033248da4c9a4afbc8e05505fc16e96aea4a49e,38
PAIR:635b49a4933cb124dd61e9729a546cf5230258be0a92b7bc5e8e7a8bfeb50c78,NPInter 主表,cb73c0e09ca03ba765a09474d87516984ed3be7e61725fb969955c2eb77c6d98,292
PAIR:54e140adb85449078bf4e56bbc9e667425517c0b3d50a89a87a6ab856899e38a,NPInter 主表,bd59a15391d7a9fe7a7ad85ca87f602c9ccf0703ddd248dd8209591631550d6a,365
PAIR:e09263c64a0b7222e9f051da71c114039f5f0baf4746955e17760c3630ab9eef,NPInter binding-site,b74c5f05a672a9853b74756709b6d266d8f9314b698df1ed6eaa8f9f272130c4,82
PAIR:3472cec8c77b647292fda8fc8aef556c1111f4bc7ec09d9f27a8fafc043ad660,NPInter binding-site,1bd34d10807c52cd8df337e73ea53b3008d2bcc70274250a9b2b7f2e743178c3,35
PAIR:9b65741a34d4c208a73c6f37af3450b60d3058a53d0dc312c58f9f405c485212,NPInter 主表,b024cd5d87d22d5f5ff6478e535d697c9334d2b06078845c1521f1c11d8bdaed,489
PAIR:14b7403e21c80dfdcdf387f05c4f5efb01776cb1d36c5defe99215f456e29ad2,NPInter 主表,ee184c6be70375b06ff97ee9a70f75fbcba4da1d2f94561ec6151acbd55c83fa,265
PAIR:e531fa74e2196893e5833dc879bc459fe057ea948d22e36beee62d86ad3d2cc8,NPInter binding-site,3988129a2c2a917bf9c0c5e1374b84123eff1aa7fbce505758eac99762adb19e,51
PAIR:b70c38243dcfe6a0a0437df289e87424ec6b2d795f3385e79d42ded65a8461f3,NPInter binding-site,5f5ecae67bbb3b4b0526d46ef5025379f0e76be06a58e790492d88cb8e2ecbad,15
PAIR:bf3ac039fce00f38c47cbb51db01cefc59bde2a0e72a117a48f02aea191f6666,NPInter 主表,4f8355aba5f8dc990a6a58dc22b2546f1c0516f630c37d4889d6314987291f83,211
PAIR:787ed7cb4410b37c0012c2d7230281669e1b9a8d77c7ae61b08987d416bbecab,NPInter binding-site,2a4a05d46b9faf60bd57a08ac1fedae60bfa5bd1cc0e27542df7b6fe71c9d87b,21
PAIR:b58bd760ce1b0a570fc324dfba9edc9d744dce10226de3fd5bac4ff4e3652dc2,NPInter 主表,b2f9ad3cb414ab350b67dca7f92541dd421071647928ce670e714f71fe7f948b,406
PAIR:3148959a0b77d58f8437e195b235fd87ab5fffed6d65e1be1a67bc2103ac185b,NPInter binding-site,4a1e5e35bd01265f7e8752d9520b27a449fcbf9775dfa2ba21b8052dda49d075,72
PAIR:1cacfc26774cccfb9b406e93c51fefaa1be33b007a7b9c0672c5df1467dc61d3,NPInter binding-site,5bc27aeb325a2f749439967ae8aaf0196ee725d7905e63dc16945b2325d6e430,29
PAIR:b5ef952bd7f8ccc614cca542eb2a95afcf6739d1ac97f900fe1eba24211e1574,NPInter 主表,e7f2f1998747963c6796b3ed2739c9b72c0eb78a86d66c6dd1b03c8ff12c6247,388
PAIR:3a76b82b70dd2467f7a07f92f1dacc14d0d34d17ffbe11195f988e4b86b37177,NPInter binding-site,1e4e5b511aa2a5122a3dd0257393460ec9cb9d4a505d44cee84b3005f867ec53,18
PAIR:ce07218012f7d820786a4e70bc5b08123637aa472bed0da328b66cf8f47622a8,NPInter binding-site,96519ad078170c5054ef155b2ef9a714994a557f441d56e1cdd286a966cf4e41,11
PAIR:4b5899b4d845f9030214d104d29c23fdcbcb33dafc91e3ea54ce9b59468ae704,NPInter binding-site,4611e8c45afc99a03ac6a0f58539d0439ac0187eb4b0feecc05c9c459fe69975,82
PAIR:19fefdfd763295ce7cc39d2c8815adc743bfa4ec818b52220c118fb5f38df945,NPInter binding-site,16df00687b801ac89e5053c4349e8f6a3bd0dea878cbf5ec7fa4b66841ba0d4a,59
PAIR:1b9be5595faba30334c321edc20a6e446995fc13b36f4a3e7e3f1a98ae35d1b0,NPInter binding-site,a4f40586b4f6cdf77f4b5dfdf2de14239263bb2d46a20383dddf77f212764819,74
PDB:6SDW,RCSB PDB,5d66e0400b3a8930a6893d8f535537966628e2e0cab6fa35c23f9c157e942d69,34
PAIR:0a0898a9beb4e876550897525c2610a04ffda3e6627f78c06fb928d0b39d8b83,NPInter binding-site,bbef1560b3a9a92181959dc7d8ccef041cda9f76396186587318b474126a7143,15
PAIR:23e3571483fcac3957c204b9bb7e00423b1b56dc58b20cd3fcd30b339bdcc491,NPInter binding-site,af0fc9547cd5bbf85ae145694f95c5cbc5c304bc2e7373467f0a7ae55e118c44,51
PAIR:b174d59b86b46af803e1b5e3392e281a3ba8554092d716f72bf07bd95edbb3a8,NPInter binding-site,ec11eef4f2c3771d6d0ea052260ea5591a5c33eda88905f1873948c147adeccf,36
PAIR:fff7c9cf7a33df5bf1f041c775124d0cdbba92879ee26221b3cd12945e2eb91d,NPInter binding-site,6fabcf7e913dd6a164c211ff052a8b98d8c478dda0865d7bd248c62f319c2731,21
PAIR:318ef791707fdd61222f3e1ad05a3a6b0be0c4d5bba09d4ea328df3f2c553d88,NPInter binding-site,34027025554a0e9c726efd7f321398715a488c4405cdf4740ab3e2045d7af839,44
PAIR:92cec6433cc25d4770b9985ce66520ce7c6c926de6515fedbbe0b70700c012c7,NPInter binding-site,6706cc0f149db5bf65cde8dbe87b72f14d3a847a99c78d6665c6f591fa19bc2e,62
PAIR:313f9936cb70de760e1bf6c2565e75c69eb8b2e7e26c1f44e1978d3535755a07,NPInter 主表,82ddfa3b41e4b15e1b1508391d0dcbec7b69654301581fa77381d3aed9efbdd7,455
PAIR:56b83d05fcee885c621231c065ddc20c05dc5149dd846392bb1c4e05dd567e27,NPInter 主表,301f1c3cd56a41b8a3fa063cd6eca3c8fc0d5cef74c7fea4cf8bd12f8e95c825,380
PAIR:814c359990b5dae73b59464f228cbc03dd9ad33c96e3c3d42803f7b13f7d576e,NPInter binding-site,f99edf78fb716d3c5bc31eefc21346457140dd767210ff1da2623cd24a8fb3ba,35
PAIR:917c5fda6952bfbc46f4f9f62b41ae74c93ada4078f59a23be59dc2661514437,NPInter binding-site,43b02c1324b0d9061846a6f14c2dc6dcbc4fffb9c7d59263d90500e37184c303,29
PAIR:78806d3be8f7b0198dcffccd92a1f956c6ac218f395afbf348a009718a24b629,NPInter 主表,69d0558b5750d996f55e7a0e26b6f09da02ad3532641dbf607db004ab36a041c,294
PAIR:50aa51befc7c6d0896e1365dbf8308a2f298262222e75c8465c6c6838bf6d8f6,NPInter 主表,b1de7647dcafdb4bf2fd05c09dfb0d60410c8a24027d011ac7f28e28f5612d12,251
PAIR:d44ce7fcfd3b3d5736576e7c1d3dedc624c0413f954447be929242cad6313cc0,NPInter binding-site,ed8698f6dc3c4f1311bc79c14139799409097476f47322ce0ad93aaa56a3f408,62
PAIR:2ca9cd047a7366efc0353e33d5f40701882038c0f34fec0af938d25bbd0366e6,NPInter 主表,c2072ce4141257c40a13e44cf447f1daacfcb6c856e959ef647d4eec684e5857,300
PAIR:6dac4f251bedee79a17b33c85ba1a05c055bae2d44df2500b14d0399a6d2dd3c,NPInter binding-site,5de8412765f2cead1c00b0e4cfcb5875808f3066da4036c653e8f223743d0d92,51
PAIR:71c783b4690a947a71ce48d9388ff7ce98326a947ff207f49778f4fc7f724cd5,NPInter binding-site,ab0bbc9b04611dc1eba4805183990dc36d343471f0b0ac438ac1eb10c4660fa5,17
